firm_name,url,li_emps,median_gw_emps,emp_diff,max_emps,size_state,state_diff,base_domain,subsidiary_adjust
Pendar Technologies,pendar.com/,25.0,,,25.0,FirmSize.SMALL_FIRM,2,pendar.com,0
Pentron Clinical Technologies,pentron.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,pentron.com,0
Performance Plants,performanceplants.com/,12.0,,,12.0,FirmSize.SMALL_FIRM,2,performanceplants.com,0
Perkinelmer Holdings,perkinelmer.com/,3.0,5601.5,5598.5,5601.5,FirmSize.LARGE_FIRM,4,perkinelmer.com,0
PetraSolar,petrasystems.com/,61.0,,,61.0,FirmSize.EU_MEDIUM_FIRM,3,petrasystems.com,0
PeterBrod Corp.,petroblend.com/,,,,,FirmSize.UNDEFINED,0,petroblend.com,0
Peytant Solutions,peytant.com/,,,,,FirmSize.UNDEFINED,0,peytant.com,0
Pfizer Inc.,pfizer.com/,117107.0,90200.0,26907.0,117107.0,FirmSize.LARGE_FIRM,0,pfizer.com,0
The Procter & Gamble Company,pg.com/,98781.0,95000.0,3781.0,98781.0,FirmSize.LARGE_FIRM,0,pg.com,0
Pharmatrophix,pharmatrophix.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,pharmatrophix.com,0
Phillips 66 Company,phillips66.com/,66.0,23.0,43.0,66.0,FirmSize.EU_MEDIUM_FIRM,1,phillips66.com,0
UOP LLC,phoenix.edu/,9081.0,1400.0,7681.0,9081.0,FirmSize.LARGE_FIRM,0,phoenix.edu,0
Phoseon Technology,phoseon.com/,105.0,60.0,45.0,105.0,FirmSize.EU_MEDIUM_FIRM,0,phoseon.com,0
Pacific Industrial Development Corporation,pidc.com/,38700.0,,,38700.0,FirmSize.LARGE_FIRM,5,pidc.com,0
Piksel,piksel.com/,461.0,15.0,446.0,461.0,FirmSize.US_MEDIUM_FIRM,2,piksel.com,0
Karsten Manufacturing Corporation,ping.com/,727.0,840.0,113.0,840.0,FirmSize.LARGE_FIRM,0,ping.com,0
Pinnacle Technology,pinnacle-technology.com/,37.0,7.0,30.0,37.0,FirmSize.SMALL_FIRM,1,pinnacle-technology.com,0
Pixar,pixar.com/,2168.0,850.0,1318.0,2168.0,FirmSize.LARGE_FIRM,0,pixar.com,0
Pixelligent Technologies,pixelligent.com/,39.0,,,39.0,FirmSize.SMALL_FIRM,2,pixelligent.com,0
Plant Sensory Systems,plantsensorysystems.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,plantsensorysystems.com,0
Plasma-Therm,plasmatherm.com/,147.0,,,147.0,FirmSize.EU_MEDIUM_FIRM,3,plasmatherm.com,0
Foret Plasma Labs,plasmawhirl.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,plasmawhirl.com,0
Saint-Gobain Performance Plastics Corporation,plastics.saint-gobain.com/,1992.0,,,1992.0,FirmSize.LARGE_FIRM,5,plastics.saint-gobain.com,0
PLEX LLC,plex.tv/,102.0,,,102.0,FirmSize.EU_MEDIUM_FIRM,3,plex.tv,0
PluroGen Therapeutics,plurogen.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,plurogen.com,0
PNM,pnm.com/,342.0,1047.5,705.5,1047.5,FirmSize.LARGE_FIRM,1,pnm.com,0
POET Research,poet.com/scotland,981.0,1034.0,53.0,1034.0,FirmSize.LARGE_FIRM,0,poet.com,0
Abbott Point of Care Inc.,pointofcare.abbott/us/en/home,,,,,FirmSize.UNDEFINED,0,pointofcare.abbott,0
POLAR LIGHT TECHNOLOGIES AB,polar-light-technologies.com/,24.0,,,24.0,FirmSize.SMALL_FIRM,2,polar-light-technologies.com,0
Polaris Products LLC,polaris.com/en-us,9.0,4067.5,4058.5,4067.5,FirmSize.LARGE_FIRM,4,polaris.com,0
Poly-Med,poly-med.com/,86.0,,,86.0,FirmSize.EU_MEDIUM_FIRM,3,poly-med.com,0
PolyOne Corporation,polyone.com/,4614.0,6000.0,1386.0,6000.0,FirmSize.LARGE_FIRM,0,polyone.com,0
PolyPlus Battery Company,polyplus.com/,17.0,,,17.0,FirmSize.SMALL_FIRM,2,polyplus.com,0
Polysar Corporation,polystar.com/,10.0,,,10.0,FirmSize.SMALL_FIRM,2,polystar.com,0
PortaFire,port-a-fire.ca/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,port-a-fire.ca,0
POSiFA MICROSYSTEMS,posifamicrosystems.com/,48.0,,,48.0,FirmSize.SMALL_FIRM,2,posifamicrosystems.com,0
Power Integrations,power.com/,978.0,626.0,352.0,978.0,FirmSize.LARGE_FIRM,0,power.com,0
Strategic Solar Energy,powerparasol.com/,7.0,,,7.0,FirmSize.MICRO_FIRM,1,powerparasol.com,0
PQ CORPORATION,pqcorp.com/,998.0,,,998.0,FirmSize.LARGE_FIRM,5,pqcorp.com,0
Propagation Research Associates,pra-corp.com/,7.0,,,7.0,FirmSize.MICRO_FIRM,1,pra-corp.com,0
Praxair S.T. Technology,praxair.com/,517.0,,,26461.0,FirmSize.LARGE_FIRM,5,praxair.com,1
Praxair Technology,praxair.com/,517.0,26461.0,25944.0,26461.0,FirmSize.LARGE_FIRM,0,praxair.com,1
Previvo Genetics,previvo.com/,10.0,,,10.0,FirmSize.SMALL_FIRM,2,previvo.com,0
Production Resource Group,prg.com/,11.0,100.0,89.0,100.0,FirmSize.EU_MEDIUM_FIRM,1,prg.com,0
Semics Inc.,prober.com/semics-opus3-prober/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,prober.com,0
Prosoft International,prosoft-technology.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,prosoft-technology.com,0
Proterra Inc.,proterra.com/,370.0,80.5,289.5,370.0,FirmSize.US_MEDIUM_FIRM,1,proterra.com,0
Proton Power,protonpower.com/,4.0,74.0,70.0,74.0,FirmSize.EU_MEDIUM_FIRM,2,protonpower.com,0
PTC Therapeutics,ptcbio.com/,559.0,500.0,59.0,559.0,FirmSize.LARGE_FIRM,0,ptcbio.com,0
Pulse Therapeutics,pulsetherapeutics.com/,20.0,33.0,13.0,33.0,FirmSize.SMALL_FIRM,0,pulsetherapeutics.com,0
Pyrexar Medical Inc.,pyrexar.com/,18.0,,,18.0,FirmSize.SMALL_FIRM,2,pyrexar.com,0
Qiagen GmbH,qiagen.com/us/,3828.0,40.0,3788.0,3828.0,FirmSize.LARGE_FIRM,3,qiagen.com,0
Quantum Materials Corporation,qmcdots.com/,4.0,904.5,900.5,904.5,FirmSize.LARGE_FIRM,4,qmcdots.com,0
RF Micro Devices,qorvo.com/,1114.0,3500.0,2386.0,3500.0,FirmSize.LARGE_FIRM,0,qorvo.com,0
QUALCOMM Incorporated,qualcomm.com/,32401.0,33800.0,1399.0,33800.0,FirmSize.LARGE_FIRM,0,qualcomm.com,1
QUALCOMM MEMS Technologies,qualcomm.com/,10.0,,,33800.0,FirmSize.LARGE_FIRM,2,qualcomm.com,1
Qualsig Inc.,qualsig.com/,,,,,FirmSize.UNDEFINED,0,qualsig.com,0
Quantapore,quantapore.com/,26.0,,,26.0,FirmSize.SMALL_FIRM,2,quantapore.com,0
Quantum Devices,quantumdev.com/,31.0,1150.0,1119.0,1150.0,FirmSize.LARGE_FIRM,3,quantumdev.com,0
QuantumScape Corporation,quantumscape.com/,33.0,,,33.0,FirmSize.SMALL_FIRM,2,quantumscape.com,0
Dell Software Inc.,quest.com,8988.0,,,8988.0,FirmSize.LARGE_FIRM,5,quest.com,0
RADIANCE SOLAR,radiancesolar.com/,33.0,,,33.0,FirmSize.SMALL_FIRM,2,radiancesolar.com,0
Renewable Algal Energy,rae-energy.com/,5.0,90.0,85.0,90.0,FirmSize.EU_MEDIUM_FIRM,2,rae-energy.com,0
R.A. Miller Industries,rami.com/,43.0,,,43.0,FirmSize.SMALL_FIRM,2,rami.com,0
Rapamycin Holdings,rapamycinholdings.com/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,rapamycinholdings.com,0
Raytheon Company,raytheon.com/,48250.0,64000.0,15750.0,64000.0,FirmSize.LARGE_FIRM,0,raytheon.com,1
Raytheon BBN Technologies Corp.,raytheon.com/ourcompany/bbn,48250.0,450.0,47800.0,64000.0,FirmSize.LARGE_FIRM,1,raytheon.com,1
Rebellion Photonics,rebellionphotonics.com/,41.0,,,41.0,FirmSize.SMALL_FIRM,2,rebellionphotonics.com,0
Red Hat,redhat.com/en,11455.0,11870.0,415.0,11870.0,FirmSize.LARGE_FIRM,0,redhat.com,0
Redwood Systems,redwoodsystemsgroup.com/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,redwoodsystemsgroup.com,0
Regeneron Pharmaceuticals,regeneron.com/,7976.0,6200.0,1776.0,7976.0,FirmSize.LARGE_FIRM,0,regeneron.com,0
Reliance Controls Corporation,reliancecontrols.com/,11.0,24121.0,24110.0,24121.0,FirmSize.LARGE_FIRM,3,reliancecontrols.com,0
Relypsa,relypsa.com/,389.0,429.0,40.0,429.0,FirmSize.US_MEDIUM_FIRM,0,relypsa.com,0
Renesas Electronics Corporation,renesas.com/en-us/,3035.0,20404.5,17369.5,20404.5,FirmSize.LARGE_FIRM,0,renesas.com,0
Renmatix,renmatix.com/,39.0,,,39.0,FirmSize.SMALL_FIRM,2,renmatix.com,0
RenovaCare Sciences Corp.,renovacareinc.com/contact/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,renovacareinc.com,0
RES USA,res-usa.com/,233.0,,,233.0,FirmSize.EU_MEDIUM_FIRM,3,res-usa.com,0
Synaptic Research,research.synaptic.co.uk/,3.0,1763.0,1760.0,1763.0,FirmSize.LARGE_FIRM,4,research.synaptic.co.uk,0
MANUFACTURING RESOURCES INTERNATIONAL,resourcemfg.com/,26.0,8583.5,8557.5,8583.5,FirmSize.LARGE_FIRM,3,resourcemfg.com,0
Revera,reveraliving.com/,458.0,10158.0,9700.0,10158.0,FirmSize.LARGE_FIRM,1,reveraliving.com,0
Revivicor,revivicor.com/,12.0,,,12.0,FirmSize.SMALL_FIRM,2,revivicor.com,0
Reynolds Technologies,reynoldstechnology.biz/,7.0,4000.0,3993.0,4000.0,FirmSize.LARGE_FIRM,4,reynoldstechnology.biz,0
Rio Grande Valley Sugar Growers,rgvsugar.com/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,rgvsugar.com,0
Richtek Technology Corporation,richtek.com/,509.0,1000.0,491.0,1000.0,FirmSize.LARGE_FIRM,0,richtek.com,0
Ricoh Company Limited,ricoh.com/,16.0,,,16.0,FirmSize.SMALL_FIRM,2,ricoh.com,0
Rima Enterprises,rimaenterprises.in/,17.0,62.0,45.0,62.0,FirmSize.EU_MEDIUM_FIRM,1,rimaenterprises.in,0
Riverbed Technology,riverbed.com/,2786.0,2327.0,459.0,2786.0,FirmSize.LARGE_FIRM,0,riverbed.com,0
R.J. Reynolds Tobacco Company,rjrt.com/,2918.0,4000.0,1082.0,4000.0,FirmSize.LARGE_FIRM,0,rjrt.com,0
Roche Molecular Systems,roche.com/,70192.0,400.0,69792.0,70192.0,FirmSize.LARGE_FIRM,1,roche.com,1
Roche Diabetes Care,roche.com/partnering/diagnostics-areas-of-interest/diabetes-management.htm,213.0,350.0,137.0,70192.0,FirmSize.LARGE_FIRM,1,roche.com,1
Roche Innovation Center Copenhagen A/S,roche.com/research_and_development/who_we_are_how_we_work/rnd_locations/research_location.htm?id=c98f27ea-a769-48ee-b7ef-4441cf20e267,16.0,,,70192.0,FirmSize.LARGE_FIRM,2,roche.com,1
Rockwell Automation Technologies,rockwellautomation.com/site-selection.html,447.0,22000.0,21553.0,22000.0,FirmSize.LARGE_FIRM,1,rockwellautomation.com,0
Rockwell Collins,rockwellcollins.com/,17427.0,31200.0,13773.0,31200.0,FirmSize.LARGE_FIRM,0,rockwellcollins.com,0
Roll-N-Lock Corporation,rollnlock.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,rollnlock.com,0
Rolls-Royce PLC,rolls-royce.com/,27020.0,,,27020.0,FirmSize.LARGE_FIRM,5,rolls-royce.com,1
Rolls-Royce North American Technologies,rolls-royce.com/country-sites/northamerica.aspx,27020.0,,,27020.0,FirmSize.LARGE_FIRM,5,rolls-royce.com,1
Renewable Power Conversion,rpcincorporated.com/,212.0,,,212.0,FirmSize.EU_MEDIUM_FIRM,3,rpcincorporated.com,0
Research Triangle Institute,rti.org/,5500.0,5000.0,500.0,5500.0,FirmSize.LARGE_FIRM,0,rti.org,0
Sensor Electronic Technology,s-et.com/,36.0,,,36.0,FirmSize.SMALL_FIRM,2,s-et.com,0
SABIC GLOBAL TECHNOLOGIES B.V.,sabic.com/en,15.0,15.0,0.0,15.0,FirmSize.SMALL_FIRM,0,sabic.com,0
SAE Magnetics (HK) Ltd.,sae.com.hk/,385.0,100.0,285.0,385.0,FirmSize.US_MEDIUM_FIRM,1,sae.com.hk,0
Sagacious Investment Group L.L.C.,sagaciousinvestmentservices.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,sagaciousinvestmentservices.com,0
SAINT-GOBAIN ABRASIFS,saint-gobain-abrasives.com/en-us,4077.0,,,4077.0,FirmSize.LARGE_FIRM,5,saint-gobain-abrasives.com,0
Solan,salon.com/,173212.0,,,173212.0,FirmSize.LARGE_FIRM,5,salon.com,0
Samsung Electronics,samsung.com/us/,85449.0,171578.0,86129.0,308745.0,FirmSize.LARGE_FIRM,0,samsung.com,1
Samsung Electronics Co.,samsung.com/us/,85448.0,308745.0,223297.0,308745.0,FirmSize.LARGE_FIRM,0,samsung.com,1
Samsung SDI Co.,samsungsdi.com/,144.0,19827.5,19683.5,19827.5,FirmSize.LARGE_FIRM,2,samsungsdi.com,0
Sandia Corporation,sandia.gov,63.0,6600.0,6537.0,6600.0,FirmSize.LARGE_FIRM,2,sandia.gov,0
SanDisk Technologies LLC,sandisk.com/,5755.0,8790.0,3035.0,8790.0,FirmSize.LARGE_FIRM,0,sandisk.com,1
SanDisk 3D LLC,sandisk.com/home/ssd/ultra-3d-ssd,5755.0,,,8790.0,FirmSize.LARGE_FIRM,5,sandisk.com,1
Sangamo BioSciences,sangamo.com/,260.0,234.0,26.0,260.0,FirmSize.US_MEDIUM_FIRM,1,sangamo.com,0
Sanken Electric Co.,sanken-ele.co.jp/en/index.php,22.0,9725.0,9703.0,9725.0,FirmSize.LARGE_FIRM,3,sanken-ele.co.jp,0
Sanofi,sanofi.com/en/,76541.0,106566.0,30025.0,106566.0,FirmSize.LARGE_FIRM,0,sanofi.com,0
Genzyme Corporation,sanofigenzyme.com/,10453.0,10100.0,353.0,10453.0,FirmSize.LARGE_FIRM,0,sanofigenzyme.com,0
Sanuvox Technologies,sanuvox.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,sanuvox.com,0
AVI BioPharma,sarepta.com/,5.0,8439.0,8434.0,8439.0,FirmSize.LARGE_FIRM,4,sarepta.com,1
Sarepta Therapeutics,sarepta.com/,505.0,169.0,336.0,8439.0,FirmSize.LARGE_FIRM,2,sarepta.com,1
Schneider Electric USA,schneider-electric.us/en/,,144001.0,,144001.0,FirmSize.LARGE_FIRM,5,schneider-electric.us,0
Scientific Design Company,scidesign.com/,144.0,135.0,9.0,144.0,FirmSize.EU_MEDIUM_FIRM,0,scidesign.com,0
S. C. Johnson & Son,scjohnson.com/,9946.0,,,9946.0,FirmSize.LARGE_FIRM,5,scjohnson.com,1
S.C. Johnson & Son,scjohnson.com/,9946.0,,,9946.0,FirmSize.LARGE_FIRM,5,scjohnson.com,1
SD Technologies,sd-techs.com/,7.0,,,7.0,FirmSize.MICRO_FIRM,1,sd-techs.com,0
SEaB Energy Holdings Ltd.,seabenergy.com/,13.0,,,13.0,FirmSize.SMALL_FIRM,2,seabenergy.com,0
Seagate Technology LLC,seagate.com/,15884.0,41000.0,25116.0,41000.0,FirmSize.LARGE_FIRM,0,seagate.com,0
Sumitomo Electric Device Innovations,sedi.co.jp/?version=en,1151.0,,,1151.0,FirmSize.LARGE_FIRM,5,sedi.co.jp,0
Seetron Inc.,seetron.com/index.html,,,,,FirmSize.UNDEFINED,0,seetron.com,0
Seiko Instruments Inc.,seikoinstruments.com/,5.0,39819.0,39814.0,39819.0,FirmSize.LARGE_FIRM,4,seikoinstruments.com,0
Semiconductor Energy Laboratory Co.,sel.co.jp/en/,12.0,,,12.0,FirmSize.SMALL_FIRM,2,sel.co.jp,0
Selas Heat Technology Company LLC,selas.com/,43.0,,,43.0,FirmSize.SMALL_FIRM,2,selas.com,0
Selecta Biosciences,selectabio.com/,41.0,64.0,23.0,64.0,FirmSize.EU_MEDIUM_FIRM,1,selectabio.com,0
Selkermetrics,selkermetrics.com/,,,,,FirmSize.UNDEFINED,0,selkermetrics.com,0
SELMAN AND ASSOCIATES,selmanlog.com/,107.0,,,107.0,FirmSize.EU_MEDIUM_FIRM,3,selmanlog.com,0
Sima Therapeutics,semma-tx.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,semma-tx.com,0
Semprius,semprius.com,10.0,,,10.0,FirmSize.SMALL_FIRM,2,semprius.com,0
Senaya,senaya.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,senaya.com,0
Sensor-Kinesis Corporation,sensor-kinesis.com/,10.0,,,10.0,FirmSize.SMALL_FIRM,2,sensor-kinesis.com,0
Sequenom,sequenom.com/,216.0,434.0,218.0,434.0,FirmSize.US_MEDIUM_FIRM,1,sequenom.com,0
ServiceNow,servicenow.com/,56.0,6111.0,6055.0,6111.0,FirmSize.LARGE_FIRM,2,servicenow.com,0
Sharp Laboratories of America,sharplabs.com/,73.0,,,73.0,FirmSize.EU_MEDIUM_FIRM,3,sharplabs.com,0
Shell Oil Company,shell.us/,128776.0,,,128776.0,FirmSize.LARGE_FIRM,5,shell.us,0
Shimadzu Corporation,shimadzu.com/,49.0,11174.5,11125.5,11174.5,FirmSize.LARGE_FIRM,3,shimadzu.com,0
Shin-Etsu Chemical Co.,shinetsu.co.jp/en/,500.0,,,500.0,FirmSize.LARGE_FIRM,5,shinetsu.co.jp,0
BAXALTA INCORPORATED,shire.com/,1146.0,17000.0,15854.0,17000.0,FirmSize.LARGE_FIRM,0,shire.com,0
Shoals Technologies Group,shoals.com/,70.0,,,70.0,FirmSize.EU_MEDIUM_FIRM,3,shoals.com,0
Nippon Shokubai Co.,shokubai.co.jp/en/,46.0,2334.5,2288.5,2334.5,FirmSize.LARGE_FIRM,3,shokubai.co.jp,0
Pansonic Corporation,shop.panasonic.com/,13084.0,9992.5,3091.5,13084.0,FirmSize.LARGE_FIRM,0,shop.panasonic.com,0
Sick AG,sick.com/de/en/,3787.0,8800.0,5013.0,8800.0,FirmSize.LARGE_FIRM,0,sick.com,0
SICPA Holding SA,sicpa.com/,1652.0,,,1652.0,FirmSize.LARGE_FIRM,5,sicpa.com,0
Sony Interactive Entertainment America LLC,sie.com/en/index.html,6984.0,,,6984.0,FirmSize.LARGE_FIRM,5,sie.com,0
Siemens Aktiengesellschaft ,siemens.com/global/en/home.html,219450.0,,,227750.0,FirmSize.LARGE_FIRM,5,siemens.com,1
Siemens Corporation,siemens.com/global/en/home.html,10550.0,227750.0,217200.0,227750.0,FirmSize.LARGE_FIRM,0,siemens.com,1
Siemens Energy,siemens.com/global/en/home/products/energy.html,12284.0,227750.0,215466.0,227750.0,FirmSize.LARGE_FIRM,0,siemens.com,1
Siemens Industry,siemens.com/us/en/home/products/automation.html,,,,227750.0,FirmSize.LARGE_FIRM,0,siemens.com,1
Sienna Biopharmaceuticals,siennabio.com/,55.0,58.0,3.0,58.0,FirmSize.EU_MEDIUM_FIRM,0,siennabio.com,1
Sienna Labs,siennabio.com/,55.0,58.0,3.0,58.0,FirmSize.EU_MEDIUM_FIRM,0,siennabio.com,1
ProNAi Therapeutics,sierraoncology.com/,75.0,,,75.0,FirmSize.EU_MEDIUM_FIRM,3,sierraoncology.com,0
Sierra Sciences,sierrasci.com/?p=home,17.0,4500.0,4483.0,4500.0,FirmSize.LARGE_FIRM,3,sierrasci.com,0
Silicon Genesis Corporation,sigen.net/,12.0,,,12.0,FirmSize.SMALL_FIRM,2,sigen.net,0
Sigma-Aldrich Co. LLC,sigmaaldrich.com/,4408.0,,,4408.0,FirmSize.LARGE_FIRM,5,sigmaaldrich.com,0
Sila Nanotechnologies,silanano.com/,106.0,,,106.0,FirmSize.EU_MEDIUM_FIRM,3,silanano.com,0
Bluestar Silicones France,silicones.elkem.com/,599.0,845.0,246.0,845.0,FirmSize.LARGE_FIRM,0,silicones.elkem.com,0
Silicor Materials Inc.,silicormaterials.com/,54.0,,,54.0,FirmSize.EU_MEDIUM_FIRM,3,silicormaterials.com,0
Siluria Technologies,siluria.com/,77.0,,,77.0,FirmSize.EU_MEDIUM_FIRM,3,siluria.com,0
Sinewatts,sinewatts.com/,55.0,,,55.0,FirmSize.EU_MEDIUM_FIRM,3,sinewatts.com,0
Singular Bio,singularbio.com/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,singularbio.com,0
Singulex,singulexclarity.eu/,171.0,177.0,6.0,177.0,FirmSize.EU_MEDIUM_FIRM,0,singulexclarity.eu,0
Sinton Consulting,sintoninstruments.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,sintoninstruments.com,0
Sion Power Corporation,sionpower.com/,55.0,,,55.0,FirmSize.EU_MEDIUM_FIRM,3,sionpower.com,0
Solar Junction Corporation,sj-solar.com/,46.0,,,46.0,FirmSize.SMALL_FIRM,2,sj-solar.com,0
St. Jude Medical,sjm.com/,11657.0,9800.0,1857.0,11657.0,FirmSize.LARGE_FIRM,0,sjm.com,0
Hynix Semiconductor Inc.,skhynix.com/eng/index.jsp,143.0,95600.0,95457.0,95600.0,FirmSize.LARGE_FIRM,2,skhynix.com,1
SK Hynix Inc.,skhynix.com/eng/index.jsp,143.0,,,95600.0,FirmSize.LARGE_FIRM,3,skhynix.com,1
Skidmore,skidmore.edu/,1409.0,138.0,1271.0,1409.0,FirmSize.LARGE_FIRM,2,skidmore.edu,0
SK Telecom Co.,sktelecom.com/index.html,8145.0,,,8145.0,FirmSize.LARGE_FIRM,5,sktelecom.com,0
Schlumberger Technology Corporation,slb.com/,36.0,50978.5,50942.5,50978.5,FirmSize.LARGE_FIRM,3,slb.com,0
Smart Planet Technologies,smartplanettech.com/,18.0,,,18.0,FirmSize.SMALL_FIRM,2,smartplanettech.com,0
Surebeam Corporation,smebeam.com/,3.0,130.0,127.0,130.0,FirmSize.EU_MEDIUM_FIRM,2,smebeam.com,0
Smith & Nephew,smith-nephew.com/,9975.0,15000.0,5025.0,15000.0,FirmSize.LARGE_FIRM,0,smith-nephew.com,0
SNS NANO FIBER TECHNOLOGY,snsnano.com/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,snsnano.com,0
SB ENERGY,softbank.jp/en/energy/,94.0,,,94.0,FirmSize.EU_MEDIUM_FIRM,3,softbank.jp,0
SOL-ELECTRICA,sol-electrica.com/,,,,,FirmSize.UNDEFINED,0,sol-electrica.com,0
Sola U.S.A. Inc.,sola.at/,7.0,6067.0,6060.0,6067.0,FirmSize.LARGE_FIRM,4,sola.at,0
SolaBlock LLC,solablock.com/,12.0,,,12.0,FirmSize.SMALL_FIRM,2,solablock.com,0
SolAero Technologies Corp.,solaerotech.com,141.0,,,141.0,FirmSize.EU_MEDIUM_FIRM,3,solaerotech.com,0
Schneider Electric Solar Inverters USA,solar.schneider-electric.com/,12.0,,,12.0,FirmSize.SMALL_FIRM,2,solar.schneider-electric.com,0
Solarmer Energy,solarmer.com/,11.0,26.0,15.0,26.0,FirmSize.SMALL_FIRM,0,solarmer.com,0
SolarReserve Technology,solarreserve.com/en/technology,85.0,,,85.0,FirmSize.EU_MEDIUM_FIRM,3,solarreserve.com,0
Solar-Tectic LLC,solartecticllc.com/,,,,,FirmSize.UNDEFINED,0,solartecticllc.com,0
SOLARTONIC,solartonic.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,solartonic.com,0
SolarWorld Americas Inc.,solarworld-usa.com/,,2898.0,,2898.0,FirmSize.LARGE_FIRM,5,solarworld-usa.com,0
SOLAZYME,solazyme.com/,66.0,,,66.0,FirmSize.EU_MEDIUM_FIRM,3,solazyme.com,0
SOLENA FUELS CORPORATION,solenafuels.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,solenafuels.com,0
Solight Solar,solight.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,solight.com,0
Soliton Lasers,soliton.com/,8.0,,,8.0,FirmSize.MICRO_FIRM,1,soliton.com,0
SunCulture Solar Inc.,solpad.com/,57.0,,,57.0,FirmSize.EU_MEDIUM_FIRM,3,solpad.com,0
Solvay Specialty Polymers USA,solvay.com/en,19120.0,1008.0,18112.0,19120.0,FirmSize.LARGE_FIRM,0,solvay.com,1
Rhodia Operations,solvay.com/en/search/products,30.0,4147.0,4117.0,19120.0,FirmSize.LARGE_FIRM,3,solvay.com,1
Sony Corporation,sony.com/,35467.0,10612.0,24855.0,35467.0,FirmSize.LARGE_FIRM,0,sony.com,0
Soraa,soraa.com/,228.0,90.0,138.0,228.0,FirmSize.EU_MEDIUM_FIRM,0,soraa.com,0
Soraa Laser Diode,soraalaser.com/,228.0,,,228.0,FirmSize.EU_MEDIUM_FIRM,3,soraalaser.com,0
SPC International,spc-intl.com,12.0,,,12.0,FirmSize.SMALL_FIRM,2,spc-intl.com,0
SPICE SOLAR,spicesolar.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,spicesolar.com,0
Siliconware Precision Industries Co.,spil.com.tw/,571.0,19000.0,18429.0,19000.0,FirmSize.LARGE_FIRM,0,spil.com.t,0
SixPoint Materials,spmaterials.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,spmaterials.com,0
SRG Global,srgglobal.com/,1862.0,10700.0,8838.0,10700.0,FirmSize.LARGE_FIRM,0,srgglobal.com,0
Silicon Storage Technology,sst.com/,2062.0,571.0,1491.0,2062.0,FirmSize.LARGE_FIRM,0,sst.com,0
S&S X-Ray Products,ssxray.com/,16.0,,,16.0,FirmSize.SMALL_FIRM,2,ssxray.com,0
St. Microelectronics Inc.,st.com/content/st_com/en.html,22108.0,,,23546.0,FirmSize.LARGE_FIRM,5,st.com,1
STMicroelectronics Limited,st.com/content/st_com/en.html,22108.0,23546.0,1438.0,23546.0,FirmSize.LARGE_FIRM,0,st.com,1
STMicroelectronics S.A.,st.com/content/st_com/en.html,22108.0,22925.0,817.0,23546.0,FirmSize.LARGE_FIRM,0,st.com,1
Stablcor Technology,stablcor.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,stablcor.com,0
STANDARD ALCOHOL COMPANY OF AMERICA,standardalcohol.com/#!,12.0,,,12.0,FirmSize.SMALL_FIRM,2,standardalcohol.com,0
Stanley Electric Co.,stanley.co.jp/e/,105.0,16343.5,16238.5,16343.5,FirmSize.LARGE_FIRM,2,stanley.co.jp,0
Star Technology and Research,star-tech-inc.com/,2.0,2784.0,2782.0,2784.0,FirmSize.LARGE_FIRM,4,star-tech-inc.com,0
Starlight Energy Holdings LLC,starlightenergy.us/,1970.0,,,1970.0,FirmSize.LARGE_FIRM,5,starlightenergy.us,0
Starsource Scientific LLC,starsource.com/about/?41.html,2.0,,,2.0,FirmSize.MICRO_FIRM,1,starsource.com,0
STATS ChipPAC,statschippac.com/,1912.0,3535.0,1623.0,3535.0,FirmSize.LARGE_FIRM,0,statschippac.com,0
Stora Enso Oyj,storaenso.com/,6354.0,25657.0,19303.0,25657.0,FirmSize.LARGE_FIRM,0,storaenso.com,0
Stratasys,stratasys.com/,1440.0,1350.0,90.0,1440.0,FirmSize.LARGE_FIRM,0,stratasys.com,0
Suganit Systems,suganit.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,suganit.com,0
Sumco Corporation,sumco.com/,34.0,7794.5,7760.5,7794.5,FirmSize.LARGE_FIRM,3,sumco.com,0
