"firm","lookup_firm","lookup_firm_web","hit_url","nano","green","synbio","count_all_ind","max_emps","size_state","sme","pages","num_words","avg_words_per_page","year.min.p..date...","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3","patent_pattern","rd_pattern","product_pattern","trial_pattern","demo_pattern","manufacturing_pattern","venture_pattern","investment_pattern","university_pattern","partnership_pattern","greenness_pattern","customization_pattern","awards_pattern","membership_pattern","customer_pattern","about_gen.count","about_exact.count","default_to_home","mean_i2017y","mean_cd2017y"
"Nanotek Instruments","Nanotek Instruments","Nanotek Instruments","nanotekinstruments.com/",1,1,0,2,4,"FirmSize.MICRO_FIRM",1,9,17462,1940.22222222222,1999,155,17,1,1.0625,3.01290322580645,3.5625,3,14,2,0,0,8,0,0,0,11,0,1,0,0,3,3,1,0,12.0774193548387,0.0202683278064516
"Nant Holdings IP","Nant Holdings IP","Nant Holdings IP","",0,0,1,1,80,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,2012,162,1,1,1,2.26543209876543,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32098765432099,0.0161485858395062
"Nantero","Nantero","Nantero","nantero.com/",1,0,0,1,67,"FirmSize.EU_MEDIUM_FIRM",1,29,277643,9573.89655172414,1990,245,4,1.04897959183673,1,3.60408163265306,4.5,14,45,13,16,15,55,14,37,34,26,0,11,13,16,22,9,2,0,16.9551020408163,0.0174891809061224
"Narsys","Narsys","Narsys","http://www.narsystech.com/",1,0,0,1,2,"FirmSize.MICRO_FIRM",1,5,11129,2225.8,NA,NA,NA,NA,NA,NA,NA,2,0,5,1,1,10,0,0,0,4,0,0,0,0,1,1,1,0,NA,NA
"National Education Corporation","National Education","National Education","nationaleducation.com/",0,1,0,1,2700,"FirmSize.LARGE_FIRM",0,10,49990,4999,2000,4,1,1,1,3.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,51.75,-0.019799225
"Nationwide Children's Hospital","Nationwide Children's Hospital","Nationwide Children's Hospital","nationwidechildrens.org/",0,0,1,1,11500,"FirmSize.LARGE_FIRM",0,10,98512,9851.2,2009,40,1,1.35,1,2.9,4,0,55,16,2,1,6,1,10,10,38,2,3,11,11,2,14,2,0,0.897435897435897,0.117886042564103
"NCC Nano","NCC Nano","NCC Nano","novacentrix.com/",1,0,0,1,11754,"FirmSize.LARGE_FIRM",0,41,215947,5267,2010,17,1,1.05882352941176,1,3.23529411764706,8,2,7,5,1,1,25,0,1,1,2,1,9,0,0,11,2,1,0,1.52941176470588,0.0123547117647059
"NEC Corporation","NEC","NEC","nec.com/",1,1,0,2,100914,"FirmSize.LARGE_FIRM",0,15,67143,4476.2,1977,26979,13,1.05003891915935,1.15384615384615,1.66391133516198,2.76923076923077,0,7,7,5,5,6,1,5,0,1,5,1,1,0,2,9,6,0,10.8980319987982,0.112630031438181
"Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO","Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO","Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO","tno.nl/en/",1,0,0,1,3892,"FirmSize.LARGE_FIRM",0,273,7398643,27101.2564102564,1976,534,1,1.15543071161049,1,2.73358348968105,3,6,166,35,124,118,67,3,10,21,71,66,5,2,13,16,56,8,0,3.81801125703565,0.0844887962270169
"NeoPhotonics Corporation","NeoPhotonics","NeoPhotonics","neophotonics.com/",1,0,0,1,1783,"FirmSize.LARGE_FIRM",0,37,252772,6831.67567567568,2005,57,1,1,1,3.7719298245614,1,0,12,9,3,0,23,5,1,14,2,1,1,1,1,1,5,2,0,3.60714285714286,0.0192436633928571
"NeoVision LLC","NeoVision","NeoVision","neovisiongroup.com/",1,0,0,1,3,"FirmSize.MICRO_FIRM",1,31,239757,7734.09677419355,1995,10,1,1,1,1.6,2,0,3,3,4,6,1,2,2,9,0,2,0,2,15,0,6,3,0,78.3,-0.007189039
"Nestec S. A.","Nestec S A","Nestec S A","nestle.com/",1,1,0,2,114,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,1985,2132,2,1.01454033771107,1,2.90103189493433,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,7.13636363636364,0.0913780256066986
"NetApp","NetApp","NetApp","netapp.com/us/index.aspx",1,0,1,2,11816,"FirmSize.LARGE_FIRM",0,136,2493084,18331.5,2008,1502,5,1,1,2.77829560585886,2.6,1,10,11,8,16,24,3,15,2,54,4,34,5,0,28,13,1,0,5.54460719041278,0.0669263318641811
"Neumedicines","Neumedicines","Neumedicines","neumedicines.com/",0,0,1,1,13,"FirmSize.SMALL_FIRM",1,5,10809,2161.8,2014,7,1,1,1,1.14285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.142857142857143,0.142857142857143
"NeuMoDx Molecular","NeuMoDx Molecular","NeuMoDx Molecular","neumodx.com/",0,0,1,1,59,"FirmSize.EU_MEDIUM_FIRM",1,11,207580,18870.9090909091,2015,13,2,1,1,2.84615384615385,4,0,9,3,3,4,3,1,2,5,1,0,0,0,0,0,2,1,0,1.15384615384615,-0.00333475692307692
"Neural Signals","Neural Signals","Neural Signals","neuralsignals.com/",1,0,0,1,3,"FirmSize.MICRO_FIRM",1,10,48791,4879.1,2007,3,1,1,1,1.33333333333333,2,0,10,1,0,3,8,0,0,19,11,0,0,0,1,0,3,1,0,2,-0.00242312666666667
"Neutronic Perpetual Innovations","Neutronic Perpetual Innovations","Neutronic Perpetual Innovations","npimobile.com/",0,1,0,1,3,"FirmSize.MICRO_FIRM",1,5,12836,2567.2,2013,3,1,1,1,1,1,2,1,4,0,0,1,0,0,0,0,0,2,0,0,4,2,1,0,2.33333333333333,-0.466666666666667
"New England Biolabs","New England Biolabs","New England Biolabs","neb.com/",0,0,1,1,490,"FirmSize.US_MEDIUM_FIRM",1,97,2272941,23432.381443299,1990,252,2,1.03174603174603,1,2.98809523809524,4.5,3,187,59,20,38,66,7,5,43,26,29,19,41,16,18,13,3,0,4.8804780876494,0.217589259011952
"New Technology Ventures","New Technology Ventures","New Technology Ventures","newtechvc.com/",1,0,0,1,3,"FirmSize.MICRO_FIRM",1,5,85783,17156.6,2010,5,1,1,1,1.6,2,0,16,4,5,3,8,6,40,26,16,0,3,5,16,6,3,1,0,2.2,-0.02859064
"Newdoll Enterprises LLC","Newdoll Enterprises","Newdoll Enterprises","newholdllc.com/",0,1,0,1,1,"FirmSize.MICRO_FIRM",1,9,115128,12792,2010,5,1,1,1,2,2,0,0,2,1,0,0,1,4,0,5,0,1,0,0,1,3,2,0,11.6,-0.016100268
"NEWFIELD THERAPEUTICS CORPORATION","NEWFIELD THERAPEUTICS","NEWFIELD THERAPEUTICS","newfieldthera.com/",0,0,1,1,1010,"FirmSize.LARGE_FIRM",0,1,1666,1666,2016,1,1,1,1,3,3,1,2,1,0,0,1,0,0,2,3,0,0,0,1,0,1,1,0,0,0
"Newlans","Newlans","Newlans","newlans.com/",1,0,0,1,197,"FirmSize.EU_MEDIUM_FIRM",1,9,23136,2570.66666666667,2012,14,1,1.07142857142857,1,2,4,2,5,0,1,1,25,0,0,11,2,1,0,0,1,0,2,1,0,6.64285714285714,0.0436637478571429
"Newport Corporation","Newport","Newport","newport.com/",0,1,0,1,2480,"FirmSize.LARGE_FIRM",0,246,11363275,46192.174796748,1984,118,1,1,1,2.06779661016949,4,2,17,17,10,3,18,10,9,0,5,0,18,0,0,13,4,1,0,12.0508474576271,0.0613659786355932
"Nexcom Technology","Nexcom Technology","Nexcom Technology","nexcom.com/",1,1,0,2,2485,"FirmSize.LARGE_FIRM",0,180,1811613,10064.5166666667,1993,50,4,1.06,1.25,1.98,3.5,0,0,4,13,2,11,0,0,0,24,0,15,0,0,14,3,1,0,18.8541666666667,0.0793385354166667
"NGK Spark Plug Co.","NGK Spark Plug Co","NGK Spark Plug Co","ngksparkplugs.com/",1,0,0,1,15322,"FirmSize.LARGE_FIRM",0,13,64431,4956.23076923077,1976,2071,2,1.03476581361661,1,2.8932882665379,4,0,0,3,0,0,6,0,0,0,4,0,2,0,0,2,2,1,0,6.71032132424537,0.112734993948393
"NICHIA CORPORATION","NICHIA","NICHIA","nichiha.com/",1,0,0,1,8600,"FirmSize.LARGE_FIRM",0,47,315078,6703.78723404255,1981,1987,14,1.11524911927529,1,2.46904881731253,2.42857142857143,0,1,8,2,2,2,0,0,1,5,0,1,0,1,0,4,1,1,6.42132269099202,0.0970312821351197
"Nikon Corporation","Nikon","Nikon","nikon.com/",1,0,1,2,24047,"FirmSize.LARGE_FIRM",0,37,123208,3329.94594594595,1982,7491,5,1.02469630222934,1,1.89747697236684,2.6,0,2,10,20,25,8,1,7,0,1,8,2,15,0,1,12,3,0,10.7758741749754,0.0858999882346581
"Nippon Chemi-Con Corporation","Nippon Chemi-Con","Nippon Chemi-Con","chemi-con.co.jp/e/index.html",1,1,0,2,6967,"FirmSize.LARGE_FIRM",0,3,6802,2267.33333333333,1984,106,6,1.17924528301887,1.2,3.35849056603774,5.4,0,14,10,0,0,6,1,0,0,0,0,0,0,0,0,4,1,0,5.50485436893204,0.145538633592233
"Nippon Shokubai Co.","Nippon Shokubai Co","Nippon Shokubai Co","shokubai.co.jp/en/",1,0,0,1,2335,"FirmSize.LARGE_FIRM",0,49,164002,3346.97959183673,1976,1485,2,1.09158249158249,1.5,3.6976430976431,1,0,20,9,1,1,40,3,3,0,6,5,3,0,9,3,12,4,0,5.79674796747967,0.11201620950542
"Nissan Motor Co.","Nissan Motor Co","Nissan Motor Co","nissan-global.com/EN/",1,0,0,1,68770,"FirmSize.LARGE_FIRM",0,2,3373,1686.5,1976,8327,3,1.14507025339258,1.33333333333333,2.60569300984867,5.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94210923735213,0.145550761957715
"Nissan North America","Nissan North America","Nissan North America","nissanusa.com/about/corporate-information.html",1,0,0,1,35422,"FirmSize.LARGE_FIRM",0,57,1435865,25190.6140350877,2009,427,2,1.02341920374707,1,2.27400468384075,2.5,0,14,36,10,12,59,0,11,6,25,20,19,32,13,28,9,2,0,1.62060889929742,0.0220383091358314
"nLIGHT Photonics Corporation","nLIGHT","nLIGHT","nlight.net/",1,0,0,1,1000,"FirmSize.LARGE_FIRM",0,22,127944,5815.63636363636,1997,29,1,1,1,2.55172413793103,3,0,2,2,2,1,2,0,0,0,0,0,2,0,0,2,2,1,0,0.142857142857143,0.00422520607142857
"NLT TECHNOLOGIES","NLT TECHNOLOGIES","NLT TECHNOLOGIES","tianma.co.jp/en/",1,0,0,1,71,"FirmSize.EU_MEDIUM_FIRM",1,19,52793,2778.57894736842,1994,334,3,1.02994011976048,1,2.20658682634731,2.66666666666667,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,0,2.08982035928144,0.0863231541317365
"NOK Corporation","NOK","NOK","www.nok.co.jp/en/",1,0,0,1,43529,"FirmSize.LARGE_FIRM",0,16,51750,3234.375,1977,799,2,1.1514392991239,1,3.01376720901126,2.5,0,1,4,1,0,7,3,1,0,6,0,1,0,1,1,5,2,0,6.85443037974684,0.0954376270873418
"Nokia Corporation","Nokia","Nokia","nokia.com/",1,0,0,1,172406,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1976,8361,1,1.00275086712116,1,2.24159789498864,3,0,6,0,6,7,0,1,2,0,3,7,3,2,0,7,6,2,0,10.7078557450377,0.0968017153347218
"Nokia Technologies Oy","Nokia Technologies Oy","Nokia Technologies Oy","nokia.com/",1,1,0,2,172406,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1995,1522,4,1.00065703022339,1,2.76018396846255,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263504611330698,0.0301461412582345
"Nokomis","Nokomis","Nokomis","nokomisinc.com/",1,0,0,1,7,"FirmSize.MICRO_FIRM",1,11,62052,5641.09090909091,2009,16,2,1,1,1.75,2,1,3,0,1,1,3,1,0,0,0,0,2,3,0,2,3,2,0,3.5625,-0.016435061875
"Nordic Technologies","Nordic Technologies","Nordic Technologies","nordic-technologies.com/",0,1,0,1,1638,"FirmSize.LARGE_FIRM",0,17,70519,4148.17647058824,1997,7,1,1,1,2.14285714285714,3,0,3,6,1,0,4,0,0,0,10,7,2,0,1,1,4,2,0,13,0.00535813333333333
"Nordson Corporation","Nordson","Nordson","nordson.com/",0,0,1,1,6000,"FirmSize.LARGE_FIRM",0,62,459380,7409.35483870968,1976,1420,1,1,1,2.44647887323944,3,0,1,1,5,5,1,1,1,0,1,0,1,0,1,0,1,1,0,12.3571428571429,0.0716836943150794
"Northrop Grumman Systems Corporation","Northrop Grumman Systems","Northrop Grumman Systems","northropgrumman.com/",1,1,0,2,73982,"FirmSize.LARGE_FIRM",0,9,109248,12138.6666666667,2004,524,10,1.02671755725191,1.1,2.79580152671756,4.1,2,18,13,21,21,44,4,10,2,34,12,27,14,18,28,27,5,0,2.09770114942529,0.030559578408046
"Northwest Biotherapeutics","Northwest Biotherapeutics","Northwest Biotherapeutics","nwbio.com/",0,0,1,1,17,"FirmSize.SMALL_FIRM",1,30,317425,10580.8333333333,1999,13,1,1,1,3.23076923076923,3,2,30,2,15,6,14,4,3,8,4,0,1,0,1,0,4,2,0,5.76923076923077,0.150079343846154
"NOVA Chemicals (International) S.A.","NOVA Chemicals (International) SA","NOVA Chemicals (International) SA","novachem.com/pages/home.aspx",1,0,0,1,2800,"FirmSize.LARGE_FIRM",0,35,631299,18037.1142857143,2000,187,3,1.01069518716578,1,3.79144385026738,5.33333333333333,0,3,11,1,2,15,0,15,3,23,6,9,0,15,10,6,1,0,4.37967914438503,0.0224934648128342
"NOVA PANGAEA TECHNOLOGIES LIMITED","NOVA PANGAEA TECHNOLOGIES LIMITED","NOVA PANGAEA TECHNOLOGIES LIMITED","novapangaea.com/",0,1,0,1,5,"FirmSize.MICRO_FIRM",1,11,26143,2376.63636363636,2014,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.0058997
"Nova Technologies","Nova Technologies","Nova Technologies","novatechnologies.com/",1,0,0,1,145,"FirmSize.EU_MEDIUM_FIRM",1,17,164799,9694.05882352941,1987,78,1,1,1,2,1,0,2,1,0,0,2,0,0,0,0,0,4,0,0,0,2,1,0,15.953125,0.0315575690625
"Novartis AG","Novartis AG","Novartis AG","novartis.com/",1,1,1,3,125000,"FirmSize.LARGE_FIRM",0,62,405507,6540.43548387097,1997,2837,9,1.06802960874163,1.33333333333333,4.11772999647515,3.44444444444444,5,40,12,3,3,21,4,14,5,11,5,9,3,5,10,17,4,0,5.54463642908567,0.0848776579992801
"NovaSolix","NovaSolix","NovaSolix","novasolix.com/",1,0,0,1,5,"FirmSize.MICRO_FIRM",1,1,4698,4698,2015,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,-0.0555555
"Novellus Systems","Novellus Systems","Novellus Systems","lamresearch.com/",1,0,0,1,9400,"FirmSize.LARGE_FIRM",0,8,147313,18414.125,1992,913,5,1.01752464403067,1,3.69112814895947,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9636563876652,0.00853631975770925
"Novon","Novon","Novon","novon.com/",0,1,1,2,42682,"FirmSize.LARGE_FIRM",0,13,23080,1775.38461538462,1984,32,2,1.1875,1.5,2.40625,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3.53125,0.056168335625
"Novozymes A/S","Novozymes A/S","Novozymes A/S","novozymes.com/",0,0,1,1,6386,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2001,819,2,1.17826617826618,1,3.81074481074481,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,3.28518971848225,0.136031357649939
"Novozymes Inc.","Novozymes","Novozymes","novozymes.com/",0,0,1,1,6386,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2005,281,2,1.25978647686833,1,3.22419928825623,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24555160142349,0.134462816120996
"Novozymes North America","Novozymes North America","Novozymes North America","novozymes.com/en/north-america",0,1,0,1,6386,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2001,49,1,1.79591836734694,1,4.36734693877551,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3469387755102,0.0580250040816327
"Novus Energy LLC","Novus Energy","Novus Energy","novusenergy.ca/index.php?page=investor_documents_news_release",0,1,0,1,13,"FirmSize.SMALL_FIRM",1,13,21596,1661.23076923077,2007,3,1,1,1,3.66666666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,-0.00250156333333333
"Novus Technology","Novus Technology","Novus Technology","novustek.net/",0,1,0,1,25017,"FirmSize.LARGE_FIRM",0,10,83051,8305.1,2016,2,2,1,1,2.5,2.5,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0
"Nthdegree Technologies Worldwide Inc.","Nthdegree Technologies Worldwide","Nthdegree Technologies Worldwide","ndeg.com/",1,0,0,1,19,"FirmSize.SMALL_FIRM",1,5,2841841,568368.2,2010,88,6,1.07954545454545,1,4.28409090909091,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,3.65909090909091,0.0326074057727273
"NuOrtho Surgical","NuOrtho Surgical","NuOrtho Surgical","nuortho.com/",0,0,1,1,22,"FirmSize.SMALL_FIRM",1,8,130266,16283.25,2009,16,1,1,1,2.0625,2,1,5,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,9.92307692307692,-0.00353539846153846
"Nutech Ventures","Nutech Ventures","Nutech Ventures","nutechventures.org/",1,0,0,1,16,"FirmSize.SMALL_FIRM",1,28,146466,5230.92857142857,2010,50,1,1.06,1,2.66,3,0,12,0,1,1,4,1,3,8,3,2,0,0,0,0,2,1,0,0.58,0.085672844
"Nvidia Corporation","Nvidia","Nvidia","nvidia.com/page/home.html",0,0,1,1,11528,"FirmSize.LARGE_FIRM",0,120,15034092,125284.1,1997,3167,1,1.00378907483423,1,2.71518787496053,3,1,14,17,7,7,29,1,5,10,26,2,6,6,1,6,9,1,0,6.48065948002536,0.0508364615640457
"NXP USA","NXP USA","NXP USA","nxp.com/",1,0,0,1,30100,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2016,404,2,1,1,2.64108910891089,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0717821782178218,0.00122690767326733
"O.B.I. Inc.","OBI","OBI","obi.org/",0,1,0,1,42000,"FirmSize.LARGE_FIRM",0,36,169289,4702.47222222222,1989,5,1,1,1,1,1,1,7,6,11,9,8,0,3,89,6,2,5,4,14,4,17,1,0,3,-0.012277862
"OAS Design Group","OAS Design Group","OAS Design Group","oasdesigngroup.com/",0,1,0,1,3,"FirmSize.MICRO_FIRM",1,5,8931,1786.2,2016,1,1,1,1,1,1,0,1,0,2,1,6,0,0,0,2,0,1,0,1,5,2,1,0,0,0
"Oceanit Laboratories","Oceanit Laboratories","Oceanit Laboratories","oceanit.com/",1,0,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,64,353484,5523.1875,1996,36,1,1,1,2.5,2,0,3,0,1,0,11,1,1,0,0,4,2,1,0,2,2,1,0,6.47222222222222,0.0259380783333333
"Oculus VR","Oculus VR","Oculus VR","oculus.com/",1,0,0,1,1377,"FirmSize.LARGE_FIRM",0,21,7968520,379453.333333333,2014,45,1,1,1,3.26666666666667,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.36,0.00190476
"OFS Fitel","OFS Fitel","OFS Fitel","ofsoptics.com/",1,0,0,1,924,"FirmSize.LARGE_FIRM",0,65,814044,12523.7538461538,2004,239,1,1,1,2.45606694560669,2,1,39,9,7,3,48,0,0,21,2,1,10,1,5,10,5,2,0,2,0.0524393366108787
"Oki Data Corporation","Oki Data","Oki Data","oki.com/us/printing/",1,0,0,1,950,"FirmSize.LARGE_FIRM",0,54,280996,5203.62962962963,1978,1593,2,1.00439422473321,1,1.52165725047081,3,0,4,19,0,2,24,2,12,0,25,5,28,1,14,26,13,5,0,2.86062941554271,0.108744867212588
"OLYMPUS CORPORATION","OLYMPUS","OLYMPUS","olympusamerica.com/",1,0,0,1,30702,"FirmSize.LARGE_FIRM",0,21,195508,9309.90476190476,1977,4739,1,1.06752479426039,1,2.20025321797848,1,1,2,8,6,3,9,0,3,6,39,0,8,12,10,9,11,1,0,5.17261774370208,0.0732493447564074
"Olympus NDT","Olympus NDT","Olympus NDT","olympus-ims.com/en/",1,0,0,1,731,"FirmSize.LARGE_FIRM",0,49,362437,7396.67346938776,2008,64,1,1,1,1.890625,1,0,2,3,13,8,6,0,1,4,4,1,10,3,4,10,5,2,0,0.967213114754098,0.0636796526229508
"OmniVision Technologies","OmniVision Technologies","OmniVision Technologies","ovt.com/",1,0,0,1,2176,"FirmSize.LARGE_FIRM",0,52,253600,4876.92307692308,1998,686,8,1.04373177842566,1,2.81632653061224,4.125,0,2,4,2,0,7,0,0,0,1,0,3,0,0,8,5,2,0,3.20116618075802,0.0911722051166181
"Omron Corporation","Omron","Omron","omron.com/",1,1,1,3,36518,"FirmSize.LARGE_FIRM",0,40,296538,7413.45,1977,2421,6,1.04708798017348,1.5,2.96778190830235,4.33333333333333,0,39,28,42,8,33,3,32,2,24,25,5,15,16,5,22,6,0,9.52204176334107,0.0740892947545244
"One Earth Designs Inc.","One Earth Designs","One Earth Designs","oneearthdesigns.com/",0,1,0,1,50,"FirmSize.EU_MEDIUM_FIRM",1,28,301861,10780.75,2016,2,1,1,1,7,7,1,3,2,2,2,3,0,2,1,0,5,1,1,0,3,2,1,0,0.5,-0.1
"Opel Solar","Opel Solar","Opel Solar","opelinc.com/",1,0,0,1,42,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2015,24,6,2,2,1.08333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.333333333333333,-0.00320145833333333
"OPTERRA ENERGY SERVICES","OPTERRA ENERGY SERVICES","OPTERRA ENERGY SERVICES","engieservices.us/",0,1,0,1,97,"FirmSize.EU_MEDIUM_FIRM",1,24,873333,36388.875,2015,5,1,1,1,1.8,1,0,0,0,1,0,0,0,1,0,1,7,6,0,0,5,2,1,0,0,0
"Oracle International Corporation","Oracle","Oracle","oracle.com/index.html",1,0,0,1,137000,"FirmSize.LARGE_FIRM",0,36,293306,8147.38888888889,1977,5677,2,1.00070459749868,1,3.05883389113969,4.5,0,38,114,35,39,173,15,25,15,150,13,167,19,11,165,51,1,0,10.9717663666843,0.0404184537823187
"OrbusNeich Medical","OrbusNeich Medical","OrbusNeich Medical","orbusneich.com/",0,0,1,1,500,"FirmSize.LARGE_FIRM",0,85,425653,5007.68235294118,2007,42,2,1,1,2.71428571428571,3,8,19,9,3,2,17,0,5,21,4,0,2,4,5,1,7,3,0,6.475,-0.0040640905
"Ormat Technologies Inc.","Ormat Technologies","Ormat Technologies","ormat.com/en/home/a/main/",1,1,0,2,1303,"FirmSize.LARGE_FIRM",0,18,165566,9198.11111111111,1992,72,6,1,1,2.22222222222222,1.33333333333333,1,16,9,6,2,29,6,11,22,14,35,8,3,4,11,13,4,0,8.23943661971831,0.0310718607042254
"Ormet Circuits","Ormet Circuits","Ormet Circuits","",1,0,0,1,15,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2004,7,1,1.14285714285714,1,3.42857142857143,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42857142857143,0.00192114857142857
"Ortho-Clinical Diagnostics","Ortho-Clinical Diagnostics","Ortho-Clinical Diagnostics","orthoclinicaldiagnostics.com/",1,0,0,1,4300,"FirmSize.LARGE_FIRM",0,95,2798911,29462.2210526316,1999,113,1,1.04424778761062,1,3.39823008849558,3,4,58,7,41,44,7,2,14,0,11,3,12,11,8,13,7,3,0,3.42857142857143,0.0302808476160714
"OSI Optoelectronics","OSI Optoelectronics","OSI Optoelectronics","osioptoelectronics.com/",1,0,0,1,3900,"FirmSize.LARGE_FIRM",0,4,42581,10645.25,2011,24,1,1,1,2.125,3,3,3,12,3,4,35,0,2,0,11,0,17,1,1,20,3,1,1,4.125,0.0223173658333333
"Osram Sylvania Inc.","Osram Sylvania","Osram Sylvania","sylvania.com/",1,0,0,1,8586,"FirmSize.LARGE_FIRM",0,59,776440,13160,1993,1266,4,1.0086887835703,1,2.44628751974724,2,2,12,16,1,2,24,1,2,1,22,4,16,10,1,18,14,2,0,5.78093492208983,0.0687260571860678
"Ostendo Technologies","Ostendo Technologies","Ostendo Technologies","ostendo.com/",1,0,0,1,105,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,1998,38,2,1,1,4.31578947368421,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.60526315789474,0.0141190052631579
"OTSUKA PHARMACEUTICAL CO.","OTSUKA PHARMACEUTICAL CO","OTSUKA PHARMACEUTICAL CO","otsuka.co.jp/en/",0,0,1,1,2648,"FirmSize.LARGE_FIRM",0,85,593712,6984.84705882353,1976,611,2,1.13747954173486,2,5.05073649754501,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25090909090909,0.139520204196364
"Ovonic Battery Company","Ovonic Battery Company","Ovonic Battery Company","",0,1,0,1,34,"FirmSize.SMALL_FIRM",1,NA,NA,NA,1992,111,1,1,1,4.16216216216216,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9369369369369,0.111946757927928
"Owens-Brockway Glass Container Inc.","Owens-Brockway Glass Container","Owens-Brockway Glass Container","o-i.com/",1,0,0,1,49,"FirmSize.SMALL_FIRM",1,28,50092,1789,1990,329,1,1.00303951367781,1,2.29787234042553,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,3,1,0,3.92619926199262,9.95933579335791e-06
"PACCAR Inc","PACCAR","PACCAR","paccar.com/",1,0,0,1,25000,"FirmSize.LARGE_FIRM",0,29,168644,5815.31034482759,1976,701,1,1.01283880171184,1,2.8716119828816,2,1,10,23,4,7,62,6,11,1,9,2,17,70,5,16,8,3,0,9.71847507331378,0.135338207536657
"Pacific Biosciences of California","Pacific Biosciences of California","Pacific Biosciences of California","pacb.com/",1,0,0,1,456,"FirmSize.US_MEDIUM_FIRM",1,49,1357417,27702.387755102,2007,223,16,1.00448430493274,1,4.05381165919283,3.3125,0,7,0,2,6,5,1,4,1,11,0,1,1,0,1,9,2,0,8.2914798206278,0.00307943317040359
"Pacific Industrial Development Corporation","Pacific Industrial Development","Pacific Industrial Development","pidc.com/",0,0,1,1,38700,"FirmSize.LARGE_FIRM",0,53,124526,2349.54716981132,2016,2,1,1,1,3,3,0,1,17,2,2,36,0,6,4,2,1,22,0,3,15,9,1,0,0,0
"Pacific Light Technologies","Pacific Light Technologies Corp","Pacific Light Technologies","pacificlighttech.com/",0,0,0,0,42,"FirmSize.SMALL_FIRM",1,14,30885,2206.07142857143,2014,19,9,1,1.125,2.89473684210526,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315789473684211,0.0529044815789474
