,firm,lookup_firm,lookup_firm_web,firm_length,name_clnd,name_length,manual_fix,hit_url,hit_url_length,rank,matches,public,acquired_merged,Votes,Group,nano,green,synbio,count_all_ind,max_emps,size_state,sme,pages,num_words,avg_words_per_page,first_year,num_patents_all,num_patents_3,mean_assignees_all,mean_assignees_3,mean_inventors_all,mean_inventors_3,has_emps,has_url,has_web_content,log_num_patents_all,log_max_emps,num_industries
1122,SAINT-GOBAIN ABRASIFS,SAINT-GOBAIN ABRASIFS,SAINT-GOBAIN ABRASIFS,21.0,Saint-Gobain Abrasives | USA & Canada,37,,saint-gobain-abrasives.com/en-us,44,1,2,0,0,4,1108,1,0,0,1,4077.0,FirmSize.LARGE_FIRM,0,33.0,1547557.0,46895.6666666667,2003.0,343.0,2.0,1.9241982507288602,2.0,3.32361516034985,5.0,1.0,1,1,5.840641657373398,8.3133619511344,1
1123,Saint-Gobain Adfors Canada,Saint-Gobain Adfors Canada,Saint-Gobain Adfors Canada,26.0,ADFORS,6,,adfors.com/us/,25,1,1,0,0,4,1139,1,0,0,1,381.0,FirmSize.US_MEDIUM_FIRM,1,168.0,1304822.0,7766.797619047621,2012.0,17.0,1.0,1.0,1.0,2.76470588235294,2.0,1.0,1,1,2.8903717578961645,5.945420608606575,1
1124,Saint-Gobain Ceramics & Plastics,Saint-Gobain Ceramics & Plastics,Saint-Gobain Ceramics & Plastics,32.0,Ceramic Materials | - Saint-Gobain,34,,ceramicmaterials.saint-gobain.com/,46,1,2,0,0,1,1140,1,0,0,1,22125.0,FirmSize.LARGE_FIRM,0,10.0,26085.0,2608.5,2000.0,343.0,1.0,1.00291545189504,1.0,2.55685131195335,3.0,1.0,1,1,5.840641657373398,10.004508666594857,1
1125,Saint-Gobain Performance Plastics Corporation,Saint-Gobain Performance Plastics,Saint-Gobain Performance Plastics,33.0,Performance Plastics | - Saint-Gobain,37,,plastics.saint-gobain.com/,38,1,4,0,0,1,1141,0,0,1,1,1992.0,FirmSize.LARGE_FIRM,0,336.0,7459852.0,22201.9404761905,2000.0,191.0,1.0,1.06806282722513,1.0,2.90575916230366,2.0,1.0,1,1,5.2574953720277815,7.597396320212795,1
1126,Samsung Corning Precision Materials Co.,Samsung Corning Precision Materials Co,Samsung Corning Precision Materials Co,38.0,Samsung Corning Precision Materials Co Ltd: Company ...,55,1.0,,97,1,5,0,0,0,1142,1,0,0,1,0.0,FirmSize.UNDEFINED,1,,,,2011.0,59.0,1.0,1.11864406779661,1.0,4.74576271186441,4.0,,0,0,4.0943445622221,0.0,1
1127,SAMSUNG DISPLAY CO.,SAMSUNG DISPLAY CO,SAMSUNG DISPLAY CO,18.0,Main | Samsung Display Solutions,32,,displaysolutions.samsung.com/,37,1,2,0,0,5,1109,1,1,0,2,10000.0,FirmSize.LARGE_FIRM,0,88.0,3682909.0,41851.238636363596,2009.0,8379.0,152.0,1.02398854278554,1.08552631578947,3.6441102756892203,4.77631578947368,1.0,1,1,9.033603193476129,9.210440366976517,2
1128,Samsung Electro-Mechanics Co.,Samsung Electro-Mechanics Co,Samsung Electro-Mechanics Co,28.0,"SAMSUNG ELECTRO-MECHANICS CO., LTD",34,1.0,,63,2,4,0,0,0,1143,1,0,0,1,1424.0,FirmSize.LARGE_FIRM,0,,,,1987.0,4203.0,13.0,1.0475850582917,1.0,3.48750892219843,3.69230769230769,1.0,0,0,8.343791731996841,7.261927092702751,1
1129,Samsung Electronics,Samsung Electronics,Samsung Electronics,19.0,Electronics & Appliances: Tablets ... - Samsung US,50,,samsung.com/us/,27,1,2,0,0,5,1144,1,0,0,1,308745.0,FirmSize.LARGE_FIRM,0,60.0,2701683.0,45028.05,2001.0,2.0,,2.0,,2.5,,1.0,1,1,1.0986122886681098,12.640274211374814,1
1130,Samsung Electronics Co.,Samsung Electronics Co,Samsung Electronics Co,22.0,Electronics & Appliances: Tablets ... - Samsung US,50,,samsung.com/us/,27,1,2,0,0,5,1145,1,1,1,3,308745.0,FirmSize.LARGE_FIRM,0,2.0,124022.0,62011.0,1984.0,72139.0,260.0,1.03655442964277,1.1235521235521202,2.91096355646738,4.23166023166023,1.0,1,1,11.18636395445753,12.640274211374814,3
1131,Samsung SDI Co.,Samsung SDI Co,Samsung SDI Co,14.0,Samsung SDI - Official Site,27,,samsungsdi.com/,22,1,2,0,0,5,1146,1,1,0,2,19828.0,FirmSize.LARGE_FIRM,0,67.0,789134.0,11778.1194029851,2001.0,5302.0,16.0,1.10165975103734,1.0,2.93078083741984,4.6875,1.0,1,1,8.57602797713713,9.894900791598806,2
1132,Sandia Corporation,Sandia,Sandia,6.0,Sandia Resort and Casino - Official Site,40,1.0,sandia.gov,28,2,1,0,0,0,1149,1,1,1,3,6600.0,FirmSize.LARGE_FIRM,0,21.0,129656.0,6174.095238095239,1976.0,1839.0,26.0,1.04404567699837,1.24,2.93311582381729,3.88,1.0,1,1,7.517520850603031,8.79497643168877,3
1133,SanDisk 3D LLC,SanDisk 3D,SanDisk 3D,10.0,SANDISK ULTRA 3D SSD,20,,sandisk.com/home/ssd/ultra-3d-ssd,45,1,2,0,0,2,1147,1,0,0,1,8790.0,FirmSize.LARGE_FIRM,0,,,,2006.0,666.0,4.0,1.25525525525526,1.5,2.71171171171171,2.75,1.0,1,0,6.502790045915623,9.081483749851179,1
1134,SanDisk Technologies LLC,SanDisk Technologies,SanDisk Technologies,20.0,SanDisk - Official Site,23,,sandisk.com/,24,1,1,0,0,5,1148,1,0,1,2,8790.0,FirmSize.LARGE_FIRM,0,4.0,69849.0,17462.25,1996.0,1952.0,39.0,1.00256147540984,1.0,3.12141393442623,3.8974358974359,1.0,1,1,7.577121930876679,9.081483749851179,2
1135,Sangamo BioSciences,Sangamo BioSciences,Sangamo BioSciences,19.0,"Sangamo Therapeutics, Inc. - Official Site",42,,sangamo.com/,24,1,1,0,0,5,1150,0,0,1,1,260.0,FirmSize.US_MEDIUM_FIRM,1,29.0,144314.0,4976.34482758621,2002.0,159.0,10.0,1.1383647798742098,1.2,3.79874213836478,4.4,1.0,1,1,5.075173815233827,5.564520407322694,1
1136,Sanken Electric Co.,Sanken Electric Co,Sanken Electric Co,18.0,SANKEN ELECTRIC,15,,sanken-ele.co.jp/en/index.php,41,1,2,0,0,3,1151,1,0,0,1,9725.0,FirmSize.LARGE_FIRM,0,39.0,71836.0,1841.9487179487198,1977.0,540.0,4.0,1.05925925925926,1.0,1.85185185185185,1.75,1.0,1,1,6.293419278846481,9.182557990963732,1
1137,Sanofi,Sanofi,Sanofi,6.0,"Sanofi, a global biopharmaceutical company focused on ...",57,,sanofi.com/en/,26,1,1,0,0,5,1152,1,0,1,2,106566.0,FirmSize.LARGE_FIRM,0,14.0,134291.0,9592.21428571429,1982.0,834.0,3.0,1.0599520383693,1.6666666666666698,4.432853717026379,7.33333333333333,1.0,1,1,6.727431724850855,11.576529174307367,2
1138,Santoku Corporation,Santoku,Santoku,7.0,The 7 Best Santoku Knives to Buy in 2018,40,1.0,,81,2,1,1,0,0,1153,0,0,1,1,2.0,FirmSize.MICRO_FIRM,1,,,,1995.0,40.0,1.0,1.1,2.0,2.6,3.0,1.0,0,0,3.713572066704308,1.0986122886681098,1
1139,Sanuvox Technologies,Sanuvox Technologies,Sanuvox Technologies,20.0,Home | SANUVOX,14,,sanuvox.com/,20,1,1,0,0,5,1154,1,0,0,1,4.0,FirmSize.MICRO_FIRM,1,20.0,66673.0,3333.65,1990.0,13.0,1.0,1.0,1.0,2.3076923076923097,2.0,1.0,1,1,2.6390573296152584,1.6094379124341003,1
1140,Sanyo Electric Co.,Sanyo Electric Co,Sanyo Electric Co,17.0,"SANYO Electric Co., Ltd. - Panasonic",36,1.0,panasonic.com/global/corporate/profile/group-companies/sanyo.html,77,1,3,0,1,2,1155,1,0,0,1,92675.0,FirmSize.LARGE_FIRM,0,8.0,52528.0,6566.0,1976.0,8238.0,1.0,1.19082301529497,2.0,2.88176741927652,6.0,1.0,1,1,9.01663425631559,11.436864818357265,1
1141,Sarepta Therapeutics,Sarepta Therapeutics,Sarepta Therapeutics,20.0,Sarepta Therapeutics - Official Site,36,,sarepta.com/,24,1,2,0,0,5,1156,0,0,1,1,8439.0,FirmSize.LARGE_FIRM,0,,,,2013.0,45.0,5.0,1.11111111111111,1.0,2.84444444444444,3.0,1.0,1,0,3.828641396489095,9.040737587590003,1
1142,SB ENERGY,SB ENERGY,SB ENERGY,9.0,Energy | SoftBank,17,,softbank.jp/en/energy/,34,1,1,0,0,5,1110,0,1,0,1,94.0,FirmSize.EU_MEDIUM_FIRM,1,27.0,82348.0,3049.92592592593,2016.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1,1,0.6931471805599453,4.553876891600541,1
1143,Schlumberger Technology Corporation,Schlumberger Technology,Schlumberger Technology,23.0,Oilfield Services | Schlumberger,32,,slb.com/,20,1,1,0,0,5,1157,1,0,0,1,50979.0,FirmSize.LARGE_FIRM,0,196.0,2966393.0,15134.6581632653,1976.0,6649.0,3.0,1.01097909460069,1.0,2.8557677846292697,2.6666666666666696,1.0,1,1,8.8023721336499,10.839188677930107,1
1144,Schneider Electric Solar Inverters USA,Schneider Electric Solar Inverters USA,Schneider Electric Solar Inverters USA,38.0,Schneider Electric | Solar Inverters & Solutions,48,,solar.schneider-electric.com/,37,1,4,0,0,1,1158,0,1,0,1,12.0,FirmSize.SMALL_FIRM,1,110.0,778177.0,7074.33636363636,2014.0,8.0,1.0,1.0,1.0,1.25,1.0,1.0,1,1,2.1972245773362196,2.5649493574615367,1
1145,Schneider Electric USA,Schneider Electric USA,Schneider Electric USA,22.0,Schneider Electric | Global Specialist in Energy ...,52,,schneider-electric.us/en/,37,1,2,0,0,5,1159,0,1,0,1,144001.0,FirmSize.LARGE_FIRM,0,205.0,4296695.0,20959.487804878,1996.0,396.0,1.0,1.01010101010101,1.0,2.3510101010101003,1.0,1.0,1,1,5.983936280687191,11.877582467350576,1
1146,SCHOTTKY LSI,SCHOTTKY LSI,SCHOTTKY LSI,12.0,"Schottky LSI, Inc - aaapoe.net",30,1.0,,70,1,2,0,0,2,1111,0,1,0,1,490.0,FirmSize.US_MEDIUM_FIRM,1,,,,2015.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1.0986122886681098,6.19644412779452,1
1147,Scientific Design Company,Scientific Design Company,Scientific Design Company,25.0,Scientific Design | Home,24,,scidesign.com/,25,1,2,0,0,5,1160,0,0,1,1,144.0,FirmSize.EU_MEDIUM_FIRM,1,11.0,20176.0,1834.18181818182,1988.0,87.0,1.0,1.04597701149425,1.0,1.6666666666666698,2.0,1.0,1,1,4.477336814478207,4.976733742420574,1
1148,SD Technologies,SD Technologies,SD Technologies,15.0,Wholesale Supplier of SD 100 Inkjet Coding Printer & SD ...,59,,sd-techs.com/,24,1,1,1,0,5,1112,1,0,0,1,7.0,FirmSize.MICRO_FIRM,1,22.0,1061854.0,48266.0909090909,2003.0,87.0,1.0,1.01149425287356,1.0,2.0804597701149397,5.0,1.0,1,1,4.477336814478207,2.0794415416798357,1
1149,SDCmaterials,SDCmaterials,SDCmaterials,12.0,"SDC Materials,Inc. | Crunchbase",31,1.0,,57,1,0,0,0,1,1113,1,0,0,1,13.0,FirmSize.SMALL_FIRM,1,,,,2010.0,71.0,5.0,1.0,1.0,2.3943661971831,3.2,1.0,0,0,4.276666119016055,2.6390573296152584,1
1150,SEaB Energy Holdings Ltd.,SEaB Energy Holdings,SEaB Energy Holdings,20.0,SEAB Energy  Make your own green energy,39,,seabenergy.com/,22,1,2,0,0,5,1117,0,1,0,1,13.0,FirmSize.SMALL_FIRM,1,23.0,118395.0,5147.60869565217,2012.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.3862943611198906,2.6390573296152584,1
1151,Seagate Technology LLC,Seagate Technology,Seagate Technology,18.0,Seagate - Official Site,23,,seagate.com/,24,1,1,0,0,5,1162,1,0,0,1,41000.0,FirmSize.LARGE_FIRM,0,42.0,872755.0,20779.880952381,1984.0,6659.0,6.0,1.00240276317765,1.0,2.96801321519748,3.5,1.0,1,1,8.803874763534434,10.62135173563291,1
1152,SEEK THERMAL,SEEK THERMAL,SEEK THERMAL,12.0,Seek Thermal | Affordable Infrared Thermal Imaging Cameras ...,62,,thermal.com/,24,1,2,0,0,5,1114,1,0,0,1,60.0,FirmSize.EU_MEDIUM_FIRM,1,57.0,1531145.0,26862.192982456098,2016.0,6.0,1.0,1.0,1.0,1.8333333333333302,2.0,1.0,1,1,1.9459101490553132,4.110873864173311,1
1153,Seetron Inc.,Seetron,Seetron,7.0,Serial Displays by Seetron,26,,seetron.com/index.html,34,1,1,0,0,4,1163,0,1,0,1,0.0,FirmSize.UNDEFINED,1,7.0,23904.0,3414.85714285714,2005.0,5.0,1.0,1.0,1.0,2.6,2.0,,1,1,1.791759469228055,0.0,1
1154,Seiko Epson Corporation,Seiko Epson,Seiko Epson,11.0,Epson Corporate,15,,global.epson.com/,25,1,1,0,0,5,1164,1,1,1,3,67605.0,FirmSize.LARGE_FIRM,0,56.0,296585.0,5296.16071428571,1986.0,23298.0,35.0,1.0192291183792601,1.0,2.07352878052968,1.6,1.0,1,1,10.056165720177834,11.121452015488801,3
1155,Seiko Instruments Inc.,Seiko Instruments,Seiko Instruments,17.0,"Seiko Instruments USA, Inc.",27,,seikoinstruments.com/,32,1,2,0,0,5,1165,1,1,1,3,39819.0,FirmSize.LARGE_FIRM,0,3.0,11411.0,3803.6666666666706,1976.0,2063.0,9.0,1.0615608337372802,1.0,2.43141056713524,2.1111111111111103,1.0,1,1,7.6324011266014535,10.592124577618188,3
1156,SEIKO NPC Corporation,SEIKO NPC,SEIKO NPC,9.0,SEIKO NPC CORPORATION,21,,npc.co.jp/en/,24,1,2,0,0,5,1115,1,0,0,1,0.0,FirmSize.UNDEFINED,1,55.0,137881.0,2506.92727272727,1980.0,35.0,1.0,1.4857142857142902,2.0,2.4,3.0,,1,1,3.58351893845611,0.0,1
1157,Selas Heat Technology Company LLC,Selas Heat Technology Company,Selas Heat Technology Company,29.0,Selas Heat Technology - Industrial Burners and Combustion ...,61,,selas.com/,22,1,3,0,0,5,1166,1,0,0,1,43.0,FirmSize.SMALL_FIRM,1,40.0,160035.0,4000.875,2015.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1,1,1.0986122886681098,3.784189633918261,1
1158,Selecta Biosciences,Selecta Biosciences,Selecta Biosciences,19.0,"Selecta Biosciences, Inc. - Official Site",41,,selectabio.com/,22,1,2,0,0,5,1167,1,0,0,1,64.0,FirmSize.EU_MEDIUM_FIRM,1,15.0,130452.0,8696.8,2013.0,9.0,4.0,1.0,1.0,3.6666666666666696,3.25,1.0,1,1,2.302585092994046,4.174387269895637,1
1159,Selkermetrics,Selkermetrics,Selkermetrics,13.0,"SelkerMetrics, LLC.",19,,selkermetrics.com/,25,1,1,0,1,5,1168,1,0,0,1,0.0,FirmSize.UNDEFINED,1,8.0,16832.0,2104.0,2017.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1,0.6931471805599453,0.0,1
1160,SELMAN AND ASSOCIATES,SELMAN AND ASSOCIATES,SELMAN AND ASSOCIATES,21.0,"(Mud Logging Home) - Selman & Associates, Ltd. Geological ...",61,,selmanlog.com/,22,1,2,0,0,5,1116,0,1,0,1,107.0,FirmSize.EU_MEDIUM_FIRM,1,1.0,7429.0,7429.0,2010.0,29.0,3.0,1.0,1.0,2.51724137931034,2.0,1.0,1,1,3.4011973816621555,4.68213122712422,1
1161,Semiconductor Components Industries,Semiconductor Components Industries LLC,Semiconductor Components Industries,35.0,ON Semiconductor - Official Site,32,1.0,,22,2,1,0,0,2,1169,0,0,0,0,0.0,FirmSize.UNDEFINED,1,,,,2000.0,1513.0,13.0,1.10508922670192,1.0,2.27891606080635,1.92307692307692,,0,0,7.322510433997394,0.0,0
1162,Semiconductor Energy Laboratory Co.,Semiconductor Energy Laboratory Co,Semiconductor Energy Laboratory Co,34.0,"Semiconductor Energy Laboratory Co., Ltd.",41,,sel.co.jp/en/,24,1,4,0,0,5,1170,1,1,0,2,761.0,FirmSize.LARGE_FIRM,0,20.0,39006.0,1950.3,1983.0,11757.0,431.0,1.01479969379944,1.01631701631702,2.6856340903291698,3.3216783216783194,1.0,1,1,9.3722891389622,6.635946555686647,2
1163,Semiconductor Manufacturing International (Shanghai) Corporation,Semiconductor Manufacturing (Shanghai),Semiconductor Manufacturing (Shanghai),38.0,Semiconductor Manufacturing International (Shanghai ...,55,1.0,,81,2,3,0,0,0,1171,1,0,0,1,113.0,FirmSize.EU_MEDIUM_FIRM,1,,,,2004.0,983.0,16.0,1.2044760935910501,1.125,2.0844354018311297,2.0625,1.0,0,0,6.891625897052253,4.736198448394496,1
1164,Semics Inc.,Semics,Semics,6.0,SEMICS Opus3 Prober | Prober.com,32,,prober.com/semics-opus3-prober/,42,1,1,0,0,1,1172,1,0,0,1,13.0,FirmSize.SMALL_FIRM,1,20.0,79950.0,3997.5,2013.0,8.0,1.0,1.125,2.0,1.875,2.0,1.0,1,1,2.1972245773362196,2.6390573296152584,1
1165,Semileds Optoelectronics Co.,Semileds Optoelectronics Co,Semileds Optoelectronics Co,27.0,"Semileds Optoelectronics Co., Ltd.: Private Company ...",55,1.0,,81,1,3,0,0,0,1173,1,0,0,1,7.0,FirmSize.MICRO_FIRM,1,,,,2009.0,94.0,5.0,1.0106382978723398,1.0,3.28723404255319,1.8,1.0,0,0,4.553876891600541,2.0794415416798357,1
1166,Semprius,Semprius,Semprius,8.0,Semprius | Greentech Media,26,,semprius.com,52,1,1,0,0,1,1174,1,0,0,1,10.0,FirmSize.SMALL_FIRM,1,24.0,390169.0,16257.041666666699,2011.0,26.0,2.0,1.1923076923076898,1.0,3.76923076923077,3.0,1.0,1,1,3.295836866004329,2.3978952727983707,1
1167,Senaya,Senaya,Senaya,6.0,Senaya,6,,senaya.com/,22,1,1,0,0,4,1175,0,1,0,1,4.0,FirmSize.MICRO_FIRM,1,12.0,82274.0,6856.16666666667,2014.0,10.0,1.0,1.0,1.0,4.2,5.0,1.0,1,1,2.3978952727983707,1.6094379124341003,1
1168,Senga Advisors,Senga Advisors,Senga Advisors,14.0,CoEng Advisors,14,,coengadvisors.com/,30,1,1,0,0,5,1176,0,1,0,1,2.0,FirmSize.MICRO_FIRM,1,5.0,5300711.0,1060142.2,2007.0,6.0,1.0,1.0,1.0,2.5,3.0,1.0,1,1,1.9459101490553132,1.0986122886681098,1
1169,Sensor Electronic Technology,Sensor Electronic Technology,Sensor Electronic Technology,28.0,"Sensor Electronic Technology, Inc. (SETi)",41,,s-et.com/,16,1,3,0,0,5,1177,1,0,0,1,36.0,FirmSize.SMALL_FIRM,1,41.0,193439.0,4718.024390243901,2004.0,158.0,7.0,1.00632911392405,1.0,3.94303797468354,4.71428571428571,1.0,1,1,5.0689042022202315,3.6109179126442243,1
1170,Sensor-Kinesis Corporation,Sensor-Kinesis,Sensor-Kinesis,14.0,Sensor-Kinesis Corp. | The Leader in Advanced Biosensor ...,59,,sensor-kinesis.com/,26,1,2,0,0,5,1178,1,0,0,1,10.0,FirmSize.SMALL_FIRM,1,28.0,126500.0,4517.8571428571395,2016.0,2.0,2.0,1.0,1.0,8.0,8.0,1.0,1,1,1.0986122886681098,2.3978952727983707,1
1171,SeQual Technologies,SeQual Technologies,SeQual Technologies,19.0,SeQual Technologies - About the Company,39,,,71,1,2,0,0,1,1161,0,0,1,1,40.0,FirmSize.SMALL_FIRM,1,,,,1995.0,26.0,1.0,1.23076923076923,1.0,2.73076923076923,6.0,1.0,0,0,3.295836866004329,3.713572066704308,1
1172,Sequenom,Sequenom,Sequenom,8.0,Sequenom - Official Site,24,,sequenom.com/,25,1,1,0,0,5,1179,1,0,0,1,434.0,FirmSize.US_MEDIUM_FIRM,1,29.0,336951.0,11619.0,1996.0,125.0,1.0,1.04,1.0,2.8480000000000003,4.0,1.0,1,1,4.836281906951478,6.075346031088684,1
1173,ServiceNow,ServiceNow,ServiceNow,10.0,ServiceNow - Official Site,26,,servicenow.com/,27,1,1,0,0,5,1180,0,0,1,1,6111.0,FirmSize.LARGE_FIRM,0,68.0,20524323.0,301828.279411765,2015.0,15.0,1.0,1.0,1.0,3.8,4.0,1.0,1,1,2.772588722239781,8.718009330846357,1
1174,Sharp Kabushiki Kaisha,Sharp Kabushiki Kaisha,Sharp Kabushiki Kaisha,22.0,SHARP KABUSHIKI KAISHA - Patent applications,44,1.0,,67,2,3,1,0,0,1181,1,1,0,2,249.0,FirmSize.EU_MEDIUM_FIRM,1,,,,1976.0,19722.0,59.0,1.0629753574688199,1.21818181818182,2.73952945948687,4.418181818181821,1.0,0,0,9.889540746403503,5.521460917862246,2
1175,Sharp Laboratories of America,Sharp Laboratories of America,Sharp Laboratories of America,29.0,Sharp Laboratories of America,29,,sharplabs.com/,25,1,4,0,0,5,1182,1,0,1,2,73.0,FirmSize.EU_MEDIUM_FIRM,1,21.0,62029.0,2953.7619047619,1998.0,1975.0,5.0,1.02430379746835,1.0,2.1670886075949403,2.8,1.0,1,1,7.588829878307813,4.30406509320417,2
1176,Shell Oil Company,Shell Oil Company,Shell Oil Company,17.0,Shell in the United States | Shell United States,48,,shell.us/,21,1,1,0,0,5,1183,1,1,1,3,128776.0,FirmSize.LARGE_FIRM,0,229.0,3928418.0,17154.6637554585,1976.0,7190.0,44.0,1.00236439499305,1.0,2.36138544999304,2.84090909090909,1.0,1,1,8.880585523102495,11.765837505278043,3
1177,Shenzhen China Star Optoelectronics Technology Co.,Shenzhen China Star Optoelectronics Technology Co,Shenzhen China Star Optoelectronics Technology Co,49.0,"Shenzhen China Star Optoelectronics Technology Co., Ltd ...",59,1.0,,82,1,6,0,0,0,1184,1,1,0,2,0.0,FirmSize.UNDEFINED,1,,,,2012.0,1938.0,44.0,1.00567595459236,1.0,2.13673890608875,2.06818181818182,,0,0,7.569927655242652,0.0,2
1178,Shimadzu Corporation,Shimadzu,Shimadzu,8.0,SHIMADZU CORPORATION,20,,shimadzu.com/,20,1,1,0,0,5,1185,1,1,0,2,11175.0,FirmSize.LARGE_FIRM,0,2.0,17032.0,8516.0,1981.0,1825.0,7.0,1.11780821917808,1.28571428571429,2.12657534246575,3.28571428571429,1.0,1,1,7.509883061154913,9.321523900936798,2
1179,Shin-Etsu Chemical Co.,Shin-Etsu Chemical Co,Shin-Etsu Chemical Co,21.0,Shin-Etsu Chemical Homepage,27,,shinetsu.co.jp/en/,30,1,3,0,0,5,1186,1,1,1,3,500.0,FirmSize.LARGE_FIRM,0,32.0,128784.0,4024.5,1976.0,4273.0,26.0,1.1088228410952499,1.08,3.1713082143693,3.96,1.0,1,1,8.360305435879093,6.2166061010848646,3
1180,Shoals Technologies Group,Shoals Technologies Group,Shoals Technologies Group,25.0,Shoals - Official Site,22,,shoals.com/,23,1,1,0,0,5,1187,0,1,0,1,70.0,FirmSize.EU_MEDIUM_FIRM,1,10.0,7573425.0,757342.5,2013.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.9459101490553132,4.2626798770413155,1
1181,SHOW ME ENERGY,SHOW ME ENERGY,SHOW ME ENERGY,14.0,Show Me Energy site sells to Kansas-based pellet mill ...,57,1.0,,144,1,3,0,0,0,1118,0,1,0,1,0.0,FirmSize.UNDEFINED,1,,,,2016.0,1.0,1.0,1.0,1.0,3.0,3.0,,0,0,0.6931471805599453,0.0,1
1182,Shubin,Shubin,Shubin,6.0,Shubin Law: Child Sexual Abuse Attorney Pennsylvania,52,1.0,,26,3,1,0,0,0,1188,1,0,0,1,36.0,FirmSize.SMALL_FIRM,1,,,,2014.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0,0,1.3862943611198906,3.6109179126442243,1
1183,Sick AG,Sick AG,Sick AG,7.0,SICK Germany | SICK,19,,sick.com/de/en/,27,1,1,0,0,5,1189,1,0,0,1,8800.0,FirmSize.LARGE_FIRM,0,95.0,2300943.0,24220.4526315789,1998.0,341.0,1.0,1.0,1.0,2.60703812316716,2.0,1.0,1,1,5.834810737062605,9.082620630373812,1
1184,SICPA Holding SA,SICPA Holding SA,SICPA Holding SA,16.0,SICPA - Official Site,21,,sicpa.com/,22,1,1,0,0,5,1119,1,0,0,1,1652.0,FirmSize.LARGE_FIRM,0,39.0,367494.0,9422.92307692308,1981.0,139.0,3.0,1.03597122302158,1.0,3.2589928057554,2.6666666666666696,1.0,1,1,4.941642422609304,7.410347097821024,1
1185,Siemens Aktiengesellschaft ,Siemens Aktiengesellschaft,Siemens Aktiengesellschaft,26.0,Siemens - Official Site,23,,siemens.com/global/en/home.html,43,1,1,0,0,4,1190,1,1,1,3,227750.0,FirmSize.LARGE_FIRM,0,21.0,1393503.0,66357.28571428571,1976.0,25875.0,13.0,1.02117874396135,1.08333333333333,2.23107846926942,4.0,1.0,1,1,10.161071177163876,12.336008205891929,3
1186,Siemens Corporation,Siemens,Siemens,7.0,Siemens - Official Site,23,,siemens.com/global/en/home.html,43,1,1,0,0,2,1191,1,0,0,1,227750.0,FirmSize.LARGE_FIRM,0,5.0,305343.0,61068.6,1977.0,328.0,1.0,1.1890243902439,1.0,2.8323170731707297,2.0,1.0,1,1,5.796057750765372,12.336008205891929,1
1187,Siemens Energy,Siemens Energy,Siemens Energy,14.0,Energy Products & Services - Siemens Global Website,51,,siemens.com/global/en/home/products/energy.html,59,1,2,0,0,2,1192,1,0,0,1,227750.0,FirmSize.LARGE_FIRM,0,,,,2008.0,1027.0,2.0,1.05452775073028,1.0,2.5803310613437205,1.0,1.0,1,0,6.93537044601511,12.336008205891929,1
1188,Siemens Industry,Siemens Industry,Siemens Industry,16.0,USA - siemens.com,17,,siemens.com/us/en/home/products/automation.html,59,1,1,0,0,1,1193,0,1,0,1,227750.0,FirmSize.LARGE_FIRM,0,198.0,4583252.0,23147.737373737404,2009.0,664.0,1.0,1.00753012048193,1.0,2.27710843373494,6.0,1.0,1,1,6.499787040655854,12.336008205891929,1
1189,Siemens Medical Solutions USA,Siemens Medical Solutions USA,Siemens Medical Solutions USA,29.0,Medical Solutions - Siemens Healthineers USA,44,,usa.healthcare.siemens.com/,35,1,4,0,0,1,1194,1,0,0,1,453.0,FirmSize.US_MEDIUM_FIRM,1,124.0,13626537.0,109891.427419355,2001.0,1703.0,1.0,1.08044627128597,1.0,2.67527891955373,3.0,1.0,1,1,7.440733707389261,6.118097198041348,1
1190,Sienna Biopharmaceuticals,Sienna Biopharmaceuticals,Sienna Biopharmaceuticals,25.0,Home  Sienna Biopharmaceuticals,31,,siennabio.com/,22,1,2,0,0,5,1195,1,0,0,1,58.0,FirmSize.EU_MEDIUM_FIRM,1,,,,2016.0,12.0,12.0,1.08333333333333,1.08333333333333,2.1666666666666696,2.1666666666666696,1.0,1,0,2.5649493574615367,4.07753744390572,1
1191,Sienna Labs,Sienna Labs,Sienna Labs,11.0,Home  Sienna Biopharmaceuticals,31,,siennabio.com/,22,1,1,0,0,5,1196,1,0,0,1,58.0,FirmSize.EU_MEDIUM_FIRM,1,,,,2014.0,8.0,1.0,1.125,2.0,2.25,4.0,1.0,1,0,2.1972245773362196,4.07753744390572,1
1192,Sierra Sciences,Sierra Sciences,Sierra Sciences,15.0,Sierra sciences on Curing Aging,31,1.0,sierrasci.com/?p=home,33,2,2,0,0,0,1197,0,0,1,1,4500.0,FirmSize.LARGE_FIRM,0,6.0,4604843.0,767473.833333333,2004.0,6.0,1.0,1.0,1.0,4.66666666666667,4.0,1.0,1,1,1.9459101490553132,8.412054873292933,1
